Index,X (m),Y (m),Z (m),Distance (m),Power (dBm),Phase (deg)
279,0.748192,-14.6136,2.5,24.6361,-82.0528,25.0012
280,1.24819,-14.6136,2.5,24.6626,-80.0403,-19.078
281,1.74819,-14.6136,2.5,24.6991,-81.5115,43.1235
282,2.24819,-14.6136,2.5,24.7457,-83.0508,99.3023
283,2.74819,-14.6136,2.5,24.8023,-81.7854,-70.6351
284,3.24819,-14.6136,2.5,24.8688,-83.4478,167.612
285,3.74819,-14.6136,2.5,24.9452,-84.1934,153.697
286,4.24819,-14.6136,2.5,25.0313,-83.0889,174.316
287,4.74819,-14.6136,2.5,25.1271,-86.5185,-79.1874
288,5.24819,-14.6136,2.5,25.2324,-84.6753,127.648
289,5.74819,-14.6136,2.5,25.3471,-79.9676,72.6918
290,6.24819,-14.6136,2.5,25.4712,-80.8131,112.652
291,6.74819,-14.6136,2.5,25.6044,-80.932,-139.433
292,7.24819,-14.6136,2.5,25.7466,-88.6662,176.742
293,7.74819,-14.6136,2.5,25.8977,-104.238,-72.5559
294,8.24819,-14.6136,2.5,26.0575,-103.415,152.135
295,8.74819,-14.6136,2.5,26.2259,-121.235,79.1334
296,9.24819,-14.6136,2.5,26.4027,-250.0,0.0
297,-27.2518,-14.1136,2.5,36.1602,-250.0,0.0
298,-26.7518,-14.1136,2.5,35.7891,-250.0,0.0
299,-26.2518,-14.1136,2.5,35.4213,-250.0,0.0
300,-25.7518,-14.1136,2.5,35.0567,-250.0,0.0
301,-25.2518,-14.1136,2.5,34.6954,-250.0,0.0
302,-24.7518,-14.1136,2.5,34.3377,-250.0,0.0
303,-24.2518,-14.1136,2.5,33.9836,-250.0,0.0
304,-23.7518,-14.1136,2.5,33.6331,-250.0,0.0
305,-23.2518,-14.1136,2.5,33.2865,-250.0,0.0
306,-22.7518,-14.1136,2.5,32.9438,-250.0,0.0
307,-22.2518,-14.1136,2.5,32.6052,-250.0,0.0
308,-21.7518,-14.1136,2.5,32.2707,-250.0,0.0
309,-21.2518,-14.1136,2.5,31.9406,-250.0,0.0
310,-20.7518,-14.1136,2.5,31.615,-250.0,0.0
311,-20.2518,-14.1136,2.5,31.294,-250.0,0.0
312,-19.7518,-14.1136,2.5,30.9777,-250.0,0.0
313,-19.2518,-14.1136,2.5,30.6663,-250.0,0.0
314,-18.7518,-14.1136,2.5,30.3599,-250.0,0.0
315,-18.2518,-14.1136,2.5,30.0587,-250.0,0.0
316,-17.7518,-14.1136,2.5,29.7629,-250.0,0.0
317,-17.2518,-14.1136,2.5,29.4726,-117.126,169.188
318,-16.7518,-14.1136,2.5,29.188,-109.963,104.418
319,-16.2518,-14.1136,2.5,28.9092,-112.953,165.345
320,-15.7518,-14.1136,2.5,28.6365,-115.552,155.239
321,-15.2518,-14.1136,2.5,28.3699,-136.807,-47.8271
322,-14.7518,-14.1136,2.5,28.1097,-114.113,178.425
323,-14.2518,-14.1136,2.5,27.856,-115.047,13.922
324,-13.7518,-14.1136,2.5,27.6091,-110.647,-169.613
325,-13.2518,-14.1136,2.5,27.3691,-108.668,-10.1512
326,-12.7518,-14.1136,2.5,27.1361,-107.064,129.067
327,-12.2518,-14.1136,2.5,26.9105,-106.495,162.891
328,-11.7518,-14.1136,2.5,26.6923,-111.83,46.6635
329,-11.2518,-14.1136,2.5,26.4817,-95.4877,101.294
330,-10.7518,-14.1136,2.5,26.279,-95.2045,134.656
331,-10.2518,-14.1136,2.5,26.0843,-118.272,136.104
332,-9.75181,-14.1136,2.5,25.8978,-105.776,146.061
333,-9.25181,-14.1136,2.5,25.7196,-106.267,-178.171
334,-8.75181,-14.1136,2.5,25.55,-103.407,146.244
335,-8.25181,-14.1136,2.5,25.3891,-104.921,98.026
336,-7.75181,-14.1136,2.5,25.2371,-108.461,16.094
337,-7.25181,-14.1136,2.5,25.0941,-105.407,-73.1538
338,-6.75181,-14.1136,2.5,24.9603,-90.3332,123.79
339,-6.25181,-14.1136,2.5,24.8359,-90.2507,-19.7096
340,-5.75181,-14.1136,2.5,24.7209,-84.3006,102.516
341,-5.25181,-14.1136,2.5,24.6156,-83.9838,-90.3164
342,-4.75181,-14.1136,2.5,24.52,-82.3686,138.495
343,-4.25181,-14.1136,2.5,24.4343,-82.2228,102.727
344,-3.75181,-14.1136,2.5,24.3586,-83.0598,131.767
345,-3.25181,-14.1136,2.5,24.2929,-89.2841,-145.571
346,-2.75181,-14.1136,2.5,24.2373,-82.3385,5.37212
347,-2.25181,-14.1136,2.5,24.192,-84.5291,-104.5
348,-1.75181,-14.1136,2.5,24.1569,-78.5956,173.121
349,-1.25181,-14.1136,2.5,24.1321,-82.2773,147.171
350,-0.751808,-14.1136,2.5,24.1177,-87.7045,-168.289
351,-0.251808,-14.1136,2.5,24.1136,-88.6645,19.9804
352,0.248192,-14.1136,2.5,24.1199,-93.282,116.519
353,0.748192,-14.1136,2.5,24.1366,-84.3105,-1.73995
354,1.24819,-14.1136,2.5,24.1636,-80.3677,-3.58777
355,1.74819,-14.1136,2.5,24.2009,-86.5113,-21.2019
356,2.24819,-14.1136,2.5,24.2484,-78.9636,55.0116
357,2.74819,-14.1136,2.5,24.3062,-83.5333,-178.688
358,3.24819,-14.1136,2.5,24.374,-85.643,31.4931
359,3.74819,-14.1136,2.5,24.4519,-81.3835,-32.8513
360,4.24819,-14.1136,2.5,24.5398,-83.7666,-50.0278
361,4.74819,-14.1136,2.5,24.6375,-81.6962,-4.34162
362,5.24819,-14.1136,2.5,24.7449,-82.5455,128.169
363,5.74819,-14.1136,2.5,24.8619,-79.9187,9.78509
364,6.24819,-14.1136,2.5,24.9883,-96.6245,-25.5063
365,6.74819,-14.1136,2.5,25.1241,-88.099,-14.3043
366,7.24819,-14.1136,2.5,25.269,-85.2968,-80.0156
367,7.74819,-14.1136,2.5,25.423,-100.562,-43.6521
368,8.24819,-14.1136,2.5,25.5858,-104.486,-150.145
369,8.74819,-14.1136,2.5,25.7573,-112.729,93.9222
370,9.24819,-14.1136,2.5,25.9372,-250.0,0.0
371,-27.2518,-13.6136,2.5,35.8287,-250.0,0.0
372,-26.7518,-13.6136,2.5,35.4542,-250.0,0.0
373,-26.2518,-13.6136,2.5,35.0828,-250.0,0.0
374,-25.7518,-13.6136,2.5,34.7146,-250.0,0.0
375,-25.2518,-13.6136,2.5,34.3498,-250.0,0.0
376,-24.7518,-13.6136,2.5,33.9884,-250.0,0.0
377,-24.2518,-13.6136,2.5,33.6306,-250.0,0.0
378,-23.7518,-13.6136,2.5,33.2764,-250.0,0.0
379,-23.2518,-13.6136,2.5,32.9261,-250.0,0.0
380,-22.7518,-13.6136,2.5,32.5796,-250.0,0.0
381,-22.2518,-13.6136,2.5,32.2371,-250.0,0.0
382,-21.7518,-13.6136,2.5,31.8989,-250.0,0.0
383,-21.2518,-13.6136,2.5,31.5649,-250.0,0.0
384,-20.7518,-13.6136,2.5,31.2353,-250.0,0.0
385,-20.2518,-13.6136,2.5,30.9103,-250.0,0.0
386,-19.7518,-13.6136,2.5,30.5901,-250.0,0.0
387,-19.2518,-13.6136,2.5,30.2747,-250.0,0.0
388,-18.7518,-13.6136,2.5,29.9643,-250.0,0.0
389,-18.2518,-13.6136,2.5,29.6591,-250.0,0.0
390,-17.7518,-13.6136,2.5,29.3593,-114.982,102.746
391,-17.2518,-13.6136,2.5,29.065,-117.937,170.966
392,-16.7518,-13.6136,2.5,28.7763,-108.42,90.0333
393,-16.2518,-13.6136,2.5,28.4935,-113.249,169.286
394,-15.7518,-13.6136,2.5,28.2167,-118.005,25.1599
395,-15.2518,-13.6136,2.5,27.9462,-115.619,-178.478
396,-14.7518,-13.6136,2.5,27.682,-112.6,13.7334
397,-14.2518,-13.6136,2.5,27.4244,-129.146,-65.73
398,-13.7518,-13.6136,2.5,27.1735,-106.851,-48.8581
399,-13.2518,-13.6136,2.5,26.9296,-105.705,70.1275
400,-12.7518,-13.6136,2.5,26.6928,-104.826,167.483
401,-12.2518,-13.6136,2.5,26.4634,-103.936,-174.518
402,-11.7518,-13.6136,2.5,26.2415,-113.64,-63.2096
403,-11.2518,-13.6136,2.5,26.0273,-100.955,68.0212
404,-10.7518,-13.6136,2.5,25.821,-104.866,109.289
405,-10.2518,-13.6136,2.5,25.6228,-97.9059,17.1956
406,-9.75181,-13.6136,2.5,25.4329,-115.63,-56.6979
407,-9.25181,-13.6136,2.5,25.2514,-110.126,-92.7479
408,-8.75181,-13.6136,2.5,25.0786,-106.307,-160.549
409,-8.25181,-13.6136,2.5,24.9147,-111.21,93.5039
410,-7.75181,-13.6136,2.5,24.7598,-116.489,1.36563
411,-7.25181,-13.6136,2.5,24.614,-89.827,48.6031
412,-6.75181,-13.6136,2.5,24.4776,-89.8414,103.291
413,-6.25181,-13.6136,2.5,24.3507,-92.1354,-74.0795
414,-5.75181,-13.6136,2.5,24.2335,-82.976,142.998
415,-5.25181,-13.6136,2.5,24.126,-82.786,-10.3763
416,-4.75181,-13.6136,2.5,24.0285,-81.715,-80.7317
417,-4.25181,-13.6136,2.5,23.941,-83.2783,-90.4849
418,-3.75181,-13.6136,2.5,23.8637,-81.8877,-31.6152
419,-3.25181,-13.6136,2.5,23.7966,-80.2185,103.648
420,-2.75181,-13.6136,2.5,23.7399,-81.9068,-31.4572
421,-2.25181,-13.6136,2.5,23.6936,-86.6073,-135.297
422,-1.75181,-13.6136,2.5,23.6578,-81.0797,167.656
423,-1.25181,-13.6136,2.5,23.6325,-86.5999,131.024
424,-0.751808,-13.6136,2.5,23.6178,-90.3786,-81.028
